job,marital,education,default,housing,loan,duration,campaign,pdays,previous,cons.price.idx,cons.conf.idx,age_group
0,1,4,1,1,0,0.23759784025567596,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
1,2,0,1,1,0,-0.37938771541553973,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,2
5,1,0,0,0,0,-0.46422322932033183,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.9778900903361116,2.9397367427862227,4
6,2,1,0,1,0,-0.34468227790903383,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
0,2,4,0,1,0,-0.12102501397821815,0.15688474795102827,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
5,1,0,0,0,0,-0.06318261813404168,-0.566986350731813,0.195435922862134,3.699988390115769,-1.9778900903361116,2.9397367427862227,3
9,2,4,0,1,0,-0.04004565979637109,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
3,1,0,0,1,0,-0.49892866682683773,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-2.0678440052003046,2.313220886152429,2
0,1,1,1,0,0,-0.4410862709826613,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
9,1,3,0,1,0,-0.2405659653895162,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
5,1,0,0,0,0,0.9664120278922994,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
9,1,0,0,1,0,-0.23670980566657107,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
4,1,4,1,0,1,-0.8768323196754573,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,2,4,0,1,0,0.04864601383136616,-0.2050508013903924,-5.132768669166926,1.6754131200895201,-1.057592345956165,-0.06321857004471591,0
1,1,0,0,0,0,2.998608201884366,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
2,2,4,0,1,0,-0.8806884793984024,0.5188202972924489,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
7,1,1,0,1,0,-0.5606272223939593,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,2
0,2,4,0,1,0,-0.5606272223939593,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
0,1,4,0,1,0,-0.2289974862206809,0.15688474795102827,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
1,1,0,0,0,0,1.0203982640135307,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,2,4,0,1,0,-0.46422322932033183,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
1,0,0,0,0,0,0.26459095831629165,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
0,1,1,1,0,0,-0.6801681738052573,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
3,1,0,0,0,1,0.017796736047805375,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,2
4,1,1,0,1,0,-0.5374902640562887,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
9,1,4,0,1,0,0.6424946111649112,-0.2050508013903924,0.195435922862134,1.6754131200895201,-2.375763175312414,1.9675569652510265,1
0,1,4,0,1,1,-0.43337395153677105,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,1
1,1,0,0,0,0,0.7967410000827151,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
1,1,3,0,1,0,-0.34853843763197895,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
10,1,0,0,0,1,-0.668599694636422,0.8807558466338696,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
1,2,0,0,1,0,-0.09017573619465737,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
6,1,1,1,0,0,-0.32154531957136323,3.0523691426823936,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,2,4,0,0,1,-0.32540147929430835,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
1,2,0,0,1,0,-0.5683395418398495,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
7,1,1,0,1,0,-0.18272356954533972,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,2,4,0,0,0,-0.11331269453232795,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
9,2,3,0,1,0,0.04478985410842106,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,0
0,2,4,0,1,0,-0.30226452095663775,-0.2050508013903924,-5.1060206541466995,3.699988390115769,1.0805430150468904,0.6497132668144272,0
0,2,4,0,1,0,-0.7727160071559397,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
3,1,0,1,1,1,0.1913239235803348,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
1,1,0,1,0,0,0.39570038889642495,0.15688474795102827,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
7,1,0,0,1,0,-0.8035652849395005,0.8807558466338696,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,1,1,0,1,0,1.5988222224552955,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
1,2,0,0,0,0,0.09877609022965243,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
0,1,4,0,1,0,-0.1904358889912299,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
2,1,0,0,0,0,-0.7495790488182691,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
9,2,0,0,1,1,0.11805688884437791,-0.566986350731813,0.195435922862134,3.699988390115769,-2.375763175312414,1.9675569652510265,0
1,1,0,0,0,0,-0.6454627362987515,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,1,0,1,0,0,-0.43337395153677105,0.15688474795102827,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,0,4,0,1,0,-0.5914765001775201,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
7,1,0,0,0,0,-0.5374902640562887,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,0,5,1,0,0,1.3327472015720838,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
0,1,4,0,1,0,2.5859991115292407,4.500111340048076,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
9,1,3,0,1,0,-0.13259349314705343,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
9,1,0,0,1,0,-0.6801681738052573,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
0,1,4,0,0,0,0.5885083750436798,0.5188202972924489,0.195435922862134,-0.3491621499367286,-1.6007756010977037,2.248408900983416,1
1,2,1,0,0,0,-0.8074214446624456,0.15688474795102827,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
5,1,0,0,0,0,-0.2135728473289005,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
2,2,1,0,1,0,-0.5606272223939593,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,0
2,0,4,0,0,1,0.39955654861937007,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,2,4,0,0,0,-0.32540147929430835,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,0
1,1,0,0,1,0,-0.6146134585151907,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
5,1,3,1,1,0,0.5846522153207347,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,2
9,1,3,0,1,0,1.379021118247425,3.0523691426823936,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
7,1,0,1,1,0,-0.9616678335802494,0.5188202972924489,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
1,1,0,0,1,0,-0.3948123543073201,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
0,1,4,0,1,0,-0.7033051321429279,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.265178303335085,-2.0507861152277838,0
9,0,0,1,1,1,0.4998167014159426,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,2,1,0,0,1,-0.745722889095324,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
9,1,4,0,0,0,-0.3871000348614299,-0.566986350731813,0.195435922862134,-0.3491621499367286,-2.375763175312414,1.9675569652510265,0
9,1,4,1,0,0,-0.16729893065355933,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
4,1,1,1,1,0,-0.8382707224460063,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
0,0,4,0,0,0,-0.352394597354924,-0.566986350731813,-5.100671051142655,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,1
6,2,4,0,0,0,-0.07860725702582207,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
0,1,4,0,1,0,-0.06703877785698678,-0.566986350731813,-5.132768669166926,1.6754131200895201,-1.6007756010977037,2.248408900983416,0
9,1,3,0,1,1,-0.6184696182381357,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
2,1,4,0,1,0,-0.6223257779610809,0.15688474795102827,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
5,1,3,0,0,0,-0.47193554876622207,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.057592345956165,-0.06321857004471591,2
1,1,0,0,1,1,-0.09788805564054756,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
3,2,1,0,1,1,1.9613012364121347,3.4143046920238143,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
1,1,0,0,0,0,0.2684471180392367,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,1,4,0,1,1,-0.6724558543593672,0.15688474795102827,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,0
0,1,4,0,1,0,-0.49507250710389267,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
0,2,4,0,0,0,-0.2097166876059554,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
0,2,1,0,1,1,-0.5066409862727279,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
7,1,1,0,0,0,2.990895882438476,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,1
10,2,1,0,1,0,-0.47193554876622207,-0.2050508013903924,0.195435922862134,1.6754131200895201,-0.6476100801327493,-0.3224665107207688,1
7,2,1,0,1,1,-0.49892866682683773,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
7,0,0,0,0,1,0.4921043819700524,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
0,1,4,0,0,0,0.3301456736063583,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
0,1,1,1,0,0,-0.26755908345013185,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,1
0,1,1,0,0,0,-0.5606272223939593,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.6476100801327493,-0.3224665107207688,1
2,1,4,1,1,0,-0.34468227790903383,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
1,1,0,0,1,1,1.1553638543166092,-0.566986350731813,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
0,1,1,1,1,1,-0.2405659653895162,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
6,1,3,0,1,0,-0.6184696182381357,0.8807558466338696,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
0,2,3,0,0,0,-0.1865797292682848,1.2426913959752903,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
1,1,0,0,1,1,-0.04004565979637109,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
9,1,1,1,1,0,-0.5683395418398495,0.5188202972924489,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
1,1,5,0,0,1,-0.9539555141343593,1.2426913959752903,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,1
1,0,0,1,0,0,-0.059326458411096586,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,0
4,1,4,0,0,0,3.9240865353911896,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,2
9,1,4,0,0,0,-0.0246210209045907,0.5188202972924489,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
7,2,1,0,0,0,-0.7264420904805985,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
1,1,5,0,0,0,-0.626181937684026,1.604626945316711,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
10,1,0,0,1,0,-0.630038097406971,-0.566986350731813,-5.132768669166926,1.6754131200895201,-2.0678440052003046,2.313220886152429,2
1,2,1,0,0,0,-0.6878804932511475,0.5188202972924489,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
9,0,3,0,0,0,-0.5529149029480691,0.5188202972924489,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
8,2,4,0,0,0,-0.24827828483540637,0.5188202972924489,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
9,2,3,0,0,1,-0.32154531957136323,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,1
0,1,4,0,0,0,0.3609949513899191,0.8807558466338696,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,1
1,2,0,0,0,0,-0.7919968057706652,5.223982438730918,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
1,2,0,0,0,0,-0.07475109730287698,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-1.1786841544271995,-1.2298343030869523,0
7,1,1,0,1,0,-0.8961131182901828,-0.566986350731813,0.195435922862134,1.6754131200895201,-1.1786841544271995,-1.2298343030869523,1
1,1,1,0,0,0,-0.45651090987444165,-0.2050508013903924,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
9,1,3,0,0,0,-0.5452025835021789,-0.566986350731813,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
6,1,4,0,1,0,-0.06318261813404168,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,0
5,1,4,0,1,0,-0.2058605278830103,-0.2050508013903924,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,2
0,2,4,0,0,0,-0.7302982502035437,4.138175790706656,0.195435922862134,-0.3491621499367286,-0.22551863346224513,0.9521691976031545,0
0,1,1,0,1,1,-0.15573045148472403,-0.566986350731813,0.195435922862134,1.6754131200895201,-0.8638454524024751,-1.4242702585939913,0
4,2,4,0,0,0,-0.5606272223939593,0.15688474795102827,0.195435922862134,1.6754131200895201,0.3020956748758729,1.27622912344822,0
0,1,1,1,1,0,-0.6454627362987515,0.15688474795102827,0.195435922862134,-0.3491621499367286,1.540691887236876,-0.2792585206080928,1
1,1,0,1,0,0,-0.1865797292682848,-0.2050508013903924,0.195435922862134,-0.3491621499367286,0.7259170045245432,0.8873572124341421,0
0,1,4,0,0,1,1.1977816112690054,-0.566986350731813,0.195435922862134,-0.3491621499367286,0.5944458981845614,-0.4736944761151332,2
5,1,0,0,0,0,-0.5182094654415632,-0.566986350731813,0.195435922862134,-0.3491621499367286,-0.8638454524024751,-1.4242702585939913,3
